
                       be used for evaluation purposes
                                                            10-Mar-2019 15:40
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BD030119_53cm_Ni06_IDM1.Chn      
 Sample Title :          Ni06

 Spectrum saved on  1-Mar-2019 at 16:55    Collected on  1-Mar-2019 at 15:39
 Sample  Taken  on  1-Mar-2019 at 15:39    Decayed      0 Days,     0 mins.

            Detector file number used:     3
            Energy     Calibration Performed on  8-Mar-2019 at 11:49
            Peak Shape Calibration Performed on  8-Mar-2019 at 11:50

 

   Datetime:   1-Mar-2019  15:39
   Live:      4481.00 
   Mass:      628
   Shelf:     53
   Detector:      3

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   66.7   365.4   1.14     3.5    0.92       430   43.1   9.5879e-02   43.1     3958
   68.8   376.6   1.14     3.9    0.92       729   25.6   1.6275e-01   25.6     3958
   72.6   397.8   1.14     4.1    0.92       732   25.9   1.6328e-01   25.9     4318
   74.6   408.2   1.15    10.1    0.92      2186    9.5   4.8780e-01    9.5     4318
   76.9   420.9   1.15     3.5    0.92       403   49.1   8.9978e-02   49.1     4318
   99.2   542.9   1.13     3.6    0.91       519   38.8   1.1590e-01   38.8     5443
  103.6   566.9   1.13     5.3    0.91       924   21.8   2.0623e-01   21.8     5443
  105.8   579.2   1.13     6.2    0.91      1126   18.8   2.5132e-01   18.8     5443
  121.9   667.1   1.14    25.1    1.11      7581    3.5   1.6918e+00    3.5     5061
  127.0   695.3   1.14    13.8    1.11      3066    7.6   6.8431e-01    7.6     5061
  136.3   746.0   1.15     4.1    0.95       790   28.6   1.7621e-01   28.6     4801
  209.5  1146.5   1.21     3.6    1.25       357   52.3   7.9763e-02   52.3     3427
  228.2  1248.4   1.23     3.8    1.23       683   24.8   1.5241e-01   24.8     2985
  238.6  1305.6   1.23     7.4    1.25      1056   16.4   2.3575e-01   16.4     2783
  277.6  1519.0   1.26     9.6    1.31      1183   13.6   2.6411e-01   13.6     1899
  295.4  1616.2   1.28     4.8    0.59       548   24.8   1.2229e-01   24.8     1898
  338.2  1850.2   1.31     3.3    0.71       231   54.8   5.1445e-02   54.8     1647
  352.0  1925.8   1.32     7.5    0.84       985   12.9   2.1974e-01   12.9     1236
  477.2  2610.3   1.48    11.2    0.49      1536    7.4   3.4270e-01    7.4      765
  510.9  2794.8   2.66    23.1    2.06     34371    1.3   7.6705e+00    1.3     1591
  583.0  3189.4   1.50     6.7    0.95       639   15.2   1.4254e-01   15.2      691
  609.2  3332.5   1.52     8.1    0.77       946   11.4   2.1114e-01   11.4      766
  727.1  3977.4   1.61     3.5    1.01       168   39.6   3.7456e-02   39.6      352
  744.1  4070.6   1.62     4.4    0.92       317   21.1   7.0693e-02   21.1      307
  810.6  4434.3   1.67    45.6    1.16     17715    1.4   3.9534e+00    1.4      303
  835.0  4567.5   1.69     3.4    1.25       205   27.0   4.5809e-02   27.0      210
  846.7  4631.5   1.70     7.4    1.26       639   10.4   1.4252e-01   10.4      190
  860.4  4706.6   1.71     3.3    0.76       134   35.3   2.9807e-02   35.3      177
  863.9  4725.7   1.72     3.5    0.76       124   39.2   2.7733e-02   39.2      177
  911.1  4983.8   1.75     6.7    0.80       432   14.2   9.6408e-02   14.2      177
  931.2  5093.5   1.86    17.8    0.99      3008    3.6   6.7122e-01    3.6      191
  935.4  5116.7   1.86     5.2    0.99       319   18.4   7.1199e-02   18.4      181
  968.8  5299.6   1.80     6.0    1.36       237   24.6   5.2960e-02   24.6      180
 1120.2  6127.4   1.91     4.6    1.14       345   18.0   7.6925e-02   18.0      197
 1238.4  6773.7   2.00     6.2    1.02       447   13.9   9.9829e-02   13.9      155
 1274.8  6973.0   2.03     3.4    0.88        92   47.5   2.0568e-02   47.5      126
 1316.4  7200.8   2.06     5.1    1.14       192   22.4   4.2819e-02   22.4       87
 1369.5  7491.2   2.16     3.4    0.96        86   38.2   1.9099e-02   38.2       69
 1377.6  7535.1   2.17    14.9    0.96      2192    4.2   4.8921e-01    4.2       69
 1408.4  7704.0   2.13     6.7    1.09       458   10.7   1.0212e-01   10.7       50
 1434.1  7844.4   2.15     4.7    0.97       242   16.2   5.3993e-02   16.2       51
 1460.9  7990.7   2.10    20.3    0.89      2969    3.6   6.6250e-01    3.6       85
 1592.5  8710.8   2.28     3.9    1.26        66   43.6   1.4758e-02   43.6       36
 1674.6  9159.6   2.34     3.6    0.78        70   35.6   1.5541e-02   35.6       28
 1729.7  9461.4   2.38     3.6    1.01        48   50.9   1.0639e-02   50.9       25
 1757.7  9614.6   2.40     4.2    1.01       165   18.7   3.6868e-02   18.7       23
 1764.7  9652.5   2.41     4.7    1.01       281   13.4   6.2716e-02   13.4       23
 1919.5 10499.0   2.53     6.4    0.63       284   12.7   6.3432e-02   12.7       15
 2103.4 11505.0   2.67     3.4    0.70        62   39.3   1.3729e-02   39.3       20
 2203.9 12054.8   2.75     4.2    0.86        78   33.1   1.7474e-02   33.1       14
 2598.3 14212.0   3.05     3.4    0.74        35   50.8   7.8357e-03   50.8        9
 2614.3 14299.4   3.06     9.1    0.74       482    9.9   1.0763e-01    9.9        9
