
                       be used for evaluation purposes
                                                            11-Mar-2019 16:07
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BE03012019_32cm_Ni07_IDM2.Chn    
 Sample Title :          Ni07

 Spectrum saved on  1-Mar-2019 at 16:55    Collected on  1-Mar-2019 at 15:40
 Sample  Taken  on  1-Mar-2019 at 15:40    Decayed      0 Days,     0 mins.

            Detector file number used:     4
            Energy     Calibration Performed on  8-Mar-2019 at 11:45
            Peak Shape Calibration Performed on  8-Mar-2019 at 11:47

 

   Datetime:   1-Mar-2019  15:40
   Live:      4393.00 
   Mass:      728
   Shelf:     32
   Detector:      4

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   68.9   375.4   1.05     3.3    1.11       454   42.5   1.0330e-01   42.5     4333
   73.0   397.9   1.06     4.6    1.11       982   19.9   2.2357e-01   19.9     4333
   75.1   409.3   1.06    10.2    1.11      1931   11.1   4.3963e-01   11.1     4333
   85.0   463.7   1.11     4.0    1.18       617   38.6   1.4035e-01   38.6     4939
   92.3   503.6   1.12     3.4    0.98       536   47.1   1.2209e-01   47.1     5211
  122.2   666.9   1.15    27.3    1.17      8414    3.3   1.9154e+00    3.3     5783
  127.3   694.9   1.15    15.7    1.17      4489    6.1   1.0218e+00    6.1     5783
  136.6   745.9   1.15     7.2    1.64      1212   21.1   2.7582e-01   21.1     5486
  238.6  1303.9   1.24     4.9    0.94      1034   17.5   2.3529e-01   17.5     3573
  242.1  1322.6   1.24     3.3    0.94       331   52.7   7.5291e-02   52.7     3871
  277.7  1517.6   1.27     3.5    1.02       376   46.3   8.5559e-02   46.3     3114
  295.3  1613.6   1.29     5.1    0.73       555   30.1   1.2634e-01   30.1     2861
  351.8  1922.8   1.33     6.1    0.70       934   15.7   2.1261e-01   15.7     2110
  477.1  2608.1   1.40    15.6    0.92      2558    5.8   5.8225e-01    5.8     1191
  510.9  2792.7   2.74    30.8    3.47     64495    1.0   1.4681e+01    1.0     2765
  583.1  3187.3   1.52     5.8    0.92       534   25.5   1.2164e-01   25.5     1335
  609.2  3330.1   1.54     5.8    1.42       975   14.7   2.2193e-01   14.7     1524
  744.2  4068.3   1.65     3.3    1.03       212   36.0   4.8252e-02   36.0      448
  810.7  4432.3   1.75    69.1    1.07     43019    0.9   9.7926e+00    0.9      387
  835.1  4565.7   1.73     3.6    1.11       152   41.8   3.4555e-02   41.8      279
  846.8  4629.4   1.76    15.8    0.94      2230    4.8   5.0772e-01    4.8      251
  863.9  4723.0   1.75     4.4    0.92       257   25.1   5.8451e-02   25.1      301
  911.1  4981.5   1.79     5.6    1.21       410   17.1   9.3342e-02   17.1      250
  931.3  5091.5   1.85    23.9    0.76      5077    2.9   1.1556e+00    2.9      244
  935.4  5114.2   1.86     3.8    0.76       236   27.0   5.3785e-02   27.0      231
  964.5  5273.5   1.83     3.7    0.95       114   47.1   2.5855e-02   47.1      239
  968.9  5297.2   1.84     4.9    0.95       285   21.0   6.4833e-02   21.0      227
 1037.9  5674.6   1.89     6.2    0.93       279   23.6   6.3437e-02   23.6      261
 1063.7  5815.9   1.92     3.6    0.89       132   43.3   3.0088e-02   43.3      212
 1120.3  6125.4   1.96     5.3    0.77       312   20.8   7.0915e-02   20.8      254
 1238.3  6770.4   2.15    11.7    0.99      1310    6.8   2.9817e-01    6.8      204
 1274.6  6969.0   2.09     5.7    1.02       325   18.2   7.3987e-02   18.2      153
 1316.6  7199.0   2.12     5.8    0.96       345   15.4   7.8496e-02   15.4      122
 1360.6  7439.4   2.21     3.6    0.94        72   45.1   1.6416e-02   45.1       76
 1369.6  7488.4   2.21     3.7    0.94       130   26.0   2.9598e-02   26.0       76
 1377.5  7531.9   2.22    18.7    0.94      3195    3.3   7.2727e-01    3.3       80
 1408.3  7700.4   2.20     9.9    0.91       761    7.9   1.7320e-01    7.9       70
 1433.9  7840.3   2.22     4.0    1.04       142   26.9   3.2224e-02   26.9       65
 1460.7  7987.1   2.23    19.4    0.90      2966    3.6   6.7509e-01    3.6       78
 1674.7  9157.3   2.42     3.5    0.80       114   24.7   2.5862e-02   24.7       27
 1729.8  9458.6   2.46     3.6    0.85        54   46.1   1.2396e-02   46.1       29
 1757.4  9609.1   2.48     4.7    0.90       188   16.4   4.2817e-02   16.4       26
 1764.3  9647.3   2.49     4.8    0.90       305   12.7   6.9381e-02   12.7       26
 1771.0  9683.8   2.50     3.9    0.90       200   15.4   4.5436e-02   15.4       26
 1919.1 10493.6   2.62     4.7    1.02       369   12.1   8.4075e-02   12.1       23
 2034.1 11122.5   2.71     3.8    0.81        62   40.8   1.4105e-02   40.8       21
 2203.4 12048.3   2.85     3.6    0.73        83   31.2   1.8988e-02   31.2       22
 2597.5 14203.3   3.17     3.8    0.75       121   20.5   2.7619e-02   20.5        8
 2613.6 14291.4   3.19     7.8    0.75       465    9.3   1.0586e-01    9.3        8
