
                       be used for evaluation purposes
                                                            20-Mar-2019 14:37
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AU02262019_Ni05_18cm_room131.Chn 
 Sample Title :          Ni05

 Spectrum saved on 26-Feb-2019 at  2:58    Collected on 26-Feb-2019 at  2:51
 Sample  Taken  on 26-Feb-2019 at  2:51    Decayed      0 Days,     0 mins.

            Detector file number used:     7
            Energy     Calibration Performed on  8-Mar-2019 at 12:07
            Peak Shape Calibration Performed on  8-Mar-2019 at 12:08

 

   Datetime:  26-Feb-2019   2:51
   Live:       275.00 
   Mass:       528
   Shelf:      18
   Detector:      7

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   67.3   358.3   1.20    40.2    7.88     39946    2.9   1.4526e+02    2.9    22288
   72.7   386.9   1.27    26.9    5.44     25414    3.1   9.2415e+01    3.1    21200
   74.9   398.5   1.27    41.5    5.44     46598    2.0   1.6945e+02    2.0    22966
   84.7   451.0   1.34    20.6    1.75     19062    6.8   6.9316e+01    6.8    23277
   87.3   464.5   1.34     7.1    1.75      5322   23.4   1.9352e+01   23.4    21614
   91.9   489.1   0.97     3.8    1.81      2035   21.6   7.4010e+00   21.6    15461
  122.0   649.7   1.00     7.4    0.98      2680   26.0   9.7439e+00   26.0    18194
  127.2   677.2   1.26    14.3    1.54      9414    5.6   3.4232e+01    5.6    21234
  283.1  1507.6   1.48    37.7    3.69     34832    2.2   1.2666e+02    2.2    23082
  373.3  1987.8   1.66    10.2    0.92      5019    7.7   1.8251e+01    7.7    12150
  411.6  2191.9   1.34     4.1    0.70       955   25.3   3.4716e+00   25.3     6680
  467.5  2490.0   1.41     7.2    0.95      1724   13.6   6.2698e+00   13.6     5030
  477.4  2542.7   1.70    29.9    1.55     16894    2.2   6.1431e+01    2.2     5544
  497.9  2651.6   1.45     3.7    1.51       633   36.1   2.3011e+00   36.1     4589
  511.2  2722.8   3.02    87.7   25.09    852711    0.9   3.1008e+03    0.9    40349
  529.5  2819.8   1.48     3.5    0.97       441   55.3   1.6050e+00   55.3     5815
  588.8  3136.0   1.55     7.1    1.17      1522   14.9   5.5364e+00   14.9     4226
  656.3  3495.3   1.90    30.1    1.45     14239    2.4   5.1777e+01    2.4     4140
  669.9  3567.7   1.65     3.3    0.69       335   58.8   1.2198e+00   58.8     3583
  744.5  3965.0   1.73     3.7    1.43       381   49.2   1.3840e+00   49.2     2598
  804.1  4282.6   1.97     5.7    1.08      1152   13.6   4.1876e+00   13.6     2433
  811.1  4320.0   1.98    11.5    1.08      2887    6.3   1.0497e+01    6.3     2433
  817.0  4351.5   1.99     3.6    1.08       416   35.9   1.5141e+00   35.9     2433
  826.4  4401.5   2.01    22.7    1.28      7584    3.3   2.7576e+01    3.3     2416
  839.6  4471.6   1.85     3.8    1.28       252   54.8   9.1781e-01   54.8     1990
  847.0  4511.1   1.86     3.3    1.28       248   55.5   9.0198e-01   55.5     2107
  909.1  4841.9   1.93     9.1    1.44      1736    9.9   6.3133e+00    9.9     1764
  931.6  4961.7   2.22    52.8    1.62     35527    1.3   1.2919e+02    1.3     2461
  952.5  5073.1   1.98     6.7    1.36       893   18.5   3.2475e+00   18.5     1895
 1035.5  5515.3   2.08     4.8    0.93      1002   16.0   3.6423e+00   16.0     1778
 1099.9  5858.4   2.15     3.4    0.95       264   58.4   9.5954e-01   58.4     1911
 1115.9  5943.7   2.17     5.4    1.13       601   27.8   2.1848e+00   27.8     2008
 1185.6  6314.9   2.47    14.5    0.87      3324    5.3   1.2087e+01    5.3     1502
 1280.5  6820.3   2.36     4.0    1.34       271   40.6   9.8584e-01   40.6      823
 1293.8  6891.3   2.38     5.7    0.84       388   28.1   1.4098e+00   28.1      809
 1316.9  7014.1   2.53    14.3    1.28      2501    5.9   9.0939e+00    5.9      802
 1332.9  7099.2   2.61    43.5    1.04     21790    1.4   7.9236e+01    1.4      932
 1370.1  7297.8   2.57     8.5    0.96       932   12.8   3.3874e+00   12.8      896
 1377.9  7339.3   2.58    28.0    0.96      8042    2.5   2.9245e+01    2.5      896
 1408.8  7503.9   2.62    22.1    0.82      5706    3.3   2.0749e+01    3.3      822
 1434.6  7640.9   2.55     3.8    1.13       521   20.2   1.8947e+00   20.2      792
 1442.1  7680.8   2.55     3.5    1.13       236   43.0   8.5704e-01   43.0      792
 1482.2  7894.5   2.60     8.3    1.04       802   14.7   2.9177e+00   14.7      765
 1757.9  9363.0   2.92     6.5    0.90       552   14.5   2.0077e+00   14.5      281
 1791.6  9542.5   3.10    29.6    1.05      8854    2.1   3.2197e+01    2.1      283
 1843.5  9819.0   3.03     3.5    1.20       219   34.3   7.9492e-01   34.3      283
 1861.7  9915.8   3.05     9.7    1.59       824   11.6   2.9978e+00   11.6      280
 1919.9 10226.3   3.21    10.4    1.08      1294    6.8   4.7069e+00    6.8      192
 1936.9 10316.7   3.14     6.7    0.92       407   17.4   1.4797e+00   17.4      217
 2061.0 10977.8   3.28     3.5    0.88       147   35.9   5.3356e-01   35.9      143
 2159.0 11499.4   3.40     7.4    0.89       544   12.2   1.9793e+00   12.2      126
 2302.4 12263.4   3.56     3.3    0.91        72   57.8   2.6109e-01   57.8       95
 2402.5 12796.4   3.68     4.0    1.01       123   36.9   4.4801e-01   36.9       82
 2613.0 13917.6   3.93     3.6    1.02       129   31.7   4.6960e-01   31.7       68
 2746.0 14626.1   4.08     4.3    1.18       139   28.7   5.0520e-01   28.7       57

   indicates the Iterative Peak Width fitting reached a limiting value.
