
                       be used for evaluation purposes
                                                            11-Mar-2019 14:19
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: AV022819_32cm_Cu05_IDM2.Chn      
 Sample Title :          Cu05

 Spectrum saved on 28-Feb-2019 at 18:40    Collected on 28-Feb-2019 at 17:20
 Sample  Taken  on 28-Feb-2019 at 17:20    Decayed      0 Days,     0 mins.

            Detector file number used:     4
            Energy     Calibration Performed on  8-Mar-2019 at 11:45
            Peak Shape Calibration Performed on  8-Mar-2019 at 11:47

 

   Datetime:  28-Feb-2019  17:20
   Live:      4712.00 
   Mass:      529
   Shelf:     32
   Detector:      4

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   69.0   376.0   1.10     3.5    1.17       300   59.3   6.3639e-02   59.3     3892
   73.0   398.1   1.10     3.8    1.17       489   36.9   1.0382e-01   36.9     3892
   75.0   409.1   1.10     6.4    1.17       976   20.1   2.0720e-01   20.1     3892
  238.6  1303.9   1.24     7.1    1.09      1014   16.2   2.1517e-01   16.2     2572
  241.9  1321.9   1.24     3.5    1.09       254   59.4   5.3918e-02   59.4     2572
  277.6  1516.8   1.27     4.2    0.87       248   59.1   5.2687e-02   59.1     2166
  295.2  1613.4   1.28     3.4    0.78       477   30.1   1.0118e-01   30.1     2058
  338.3  1848.6   1.32     3.6    0.99       295   47.2   6.2635e-02   47.2     1842
  351.8  1922.7   1.33     6.9    1.29      1012   13.2   2.1480e-01   13.2     1358
  409.4  2237.4   1.38     3.4    0.89       225   41.6   4.7767e-02   41.6      764
  456.4  2494.5   1.42     3.5    0.94       152   57.8   3.2265e-02   57.8      738
  510.9  2792.7   2.80    26.9    5.74     54561    1.2   1.1579e+01    1.2     1537
  538.8  2945.1   1.48     4.6    0.90       371   20.1   7.8652e-02   20.1      394
  548.4  2997.5   1.49     4.3    0.91       173   39.4   3.6661e-02   39.4      376
  569.8  3115.1   1.51     3.5    0.84       139   46.5   2.9587e-02   46.5      351
  583.1  3187.3   1.52     7.8    0.93       580   13.0   1.2300e-01   13.0      328
  596.6  3261.4   1.53     3.7    1.12       247   27.1   5.2494e-02   27.1      321
  609.2  3330.4   1.51    10.8    1.07       990    8.8   2.1017e-01    8.8      347
  810.9  4433.1   1.71     3.3    0.97       176   32.3   3.7375e-02   32.3      248
  834.7  4563.5   1.73     3.5    0.70       114   51.3   2.4269e-02   51.3      274
  860.8  4705.9   1.75     3.5    0.81       105   52.8   2.2220e-02   52.8      245
  911.1  4981.3   1.79     6.9    1.21       462   14.9   9.8021e-02   14.9      237
  931.2  5091.0   1.81     3.6    0.99       117   52.2   2.4789e-02   52.2      271
  964.6  5273.6   1.83     3.5    0.96       121   41.7   2.5593e-02   41.7      194
  969.0  5297.8   1.84     4.2    0.96       266   21.1   5.6517e-02   21.1      194
 1115.6  6099.4   1.99    20.4    1.03      3749    3.4   7.9561e-01    3.4      177
 1120.2  6124.8   1.99     6.6    1.03       302   20.9   6.4089e-02   20.9      187
 1238.1  6769.4   2.06     5.4    0.95       205   25.2   4.3422e-02   25.2      138
 1274.5  6968.4   2.09     6.9    1.08       417   13.2   8.8577e-02   13.2      103
 1332.3  7284.7   2.14     3.7    0.74        91   39.7   1.9408e-02   39.7       77
 1345.8  7358.7   2.15     3.3    1.09       197   20.3   4.1908e-02   20.3       61
 1377.4  7531.4   2.17     5.6    0.95       296   14.5   6.2740e-02   14.5       61
 1408.0  7698.4   2.20     3.6    1.01        65   52.9   1.3707e-02   52.9       65
 1433.9  7840.2   2.22     3.8    0.88        83   33.6   1.7567e-02   33.6       43
 1460.7  7987.0   2.32    18.5    0.92      3035    3.6   6.4404e-01    3.6       59
 1509.6  8254.5   2.28     3.4    1.13        53   47.4   1.1273e-02   47.4       31
 1588.4  8685.3   2.35     3.7    0.80        54   47.3   1.1429e-02   47.3       31
 1592.5  8707.5   2.35     3.4    0.80        55   45.6   1.1634e-02   45.6       31
 1630.4  8915.0   2.38     3.5    0.68        35   57.2   7.4453e-03   57.2       21
 1764.4  9647.7   2.49     6.2    0.95       277   13.8   5.8862e-02   13.8       26
 2102.9 11499.0   2.77     3.6    0.87        57   42.9   1.2044e-02   42.9       22
 2203.5 12048.9   2.85     4.0    0.98        63   41.0   1.3340e-02   41.0       20
 2613.7 14292.0   3.19     8.9    0.71       515    9.2   1.0926e-01    9.2        4
