
                       be used for evaluation purposes
                                                             8-Mar-2019 16:36
                       _________________________________

                       P E A K     F I T     R E P O R T
                       _________________________________

 Spectrum file Analysed: BJ02282019_32cm_Fe01_HPGE2.Chn   
 Sample Title :          Fe01

 Spectrum saved on 28-Feb-2019 at 12:52    Collected on 28-Feb-2019 at 11:48
 Sample  Taken  on 28-Feb-2019 at 11:48    Decayed      0 Days,     0 mins.

            Detector file number used:     2
            Energy     Calibration Performed on  8-Mar-2019 at 11:34
            Peak Shape Calibration Performed on  8-Mar-2019 at 11:35

 

   Datetime:  28-Feb-2019  11:48
   Live:      3761.00 
   Mass:      126
   Shelf:     30
   Detector:      2

   Reported Activity values were rounded     
   FitzPeaks Version: 3.71 23rd January 2014           
                                                                                                     
              


 Peak   Centre   FW@HM         Goodness   Peak      %      Gammas       %      2 Sigma
Energy  Channel  (KeV)  Signif  of Fit    Area   Uncert.  per sec.   Uncert. Background

   68.7   374.7   1.05     3.4    1.09       629   36.3   1.6718e-01   36.3     6181
   72.8   397.2   1.05     6.6    1.09      1321   17.6   3.5131e-01   17.6     6181
   75.0   409.0   1.05    12.0    1.09      2747    9.1   7.3034e-01    9.1     5619
   84.9   463.1   1.11     5.5    1.06      1543   15.3   4.1035e-01   15.3     6981
   87.5   477.3   1.12     3.5    1.06       517   45.8   1.3753e-01   45.8     6399
   92.0   502.1   1.12     8.2    1.06      1753   13.6   4.6597e-01   13.6     6981
  122.1   666.9   1.15    17.6    0.82      5023    6.1   1.3356e+00    6.1     7543
  136.7   746.6   1.16     3.3    0.75       655   41.4   1.7427e-01   41.4     7516
  228.3  1248.1   1.25     3.5    0.88       456   54.0   1.2127e-01   54.0     6053
  238.6  1304.5   1.26     5.2    0.91       639   37.5   1.6987e-01   37.5     6117
  277.7  1518.8   1.29     3.4    0.97       503   43.9   1.3384e-01   43.9     4955
  295.5  1615.9   1.31     3.4    1.24       407   54.7   1.0817e-01   54.7     4823
  320.3  1752.1   1.33     3.4    0.90       473   47.3   1.2578e-01   47.3     5166
  346.2  1893.8   1.35     3.6    0.89       346   48.1   9.2032e-02   48.1     3650
  352.0  1925.6   1.36     5.1    0.89       826   20.8   2.1955e-01   20.8     3389
  385.3  2107.7   1.39     3.5    0.91       327   48.3   8.6972e-02   48.3     2546
  411.6  2251.3   1.41     6.3    0.97       738   20.8   1.9619e-01   20.8     2142
  477.2  2610.7   1.47    34.4    1.13     10726    2.4   2.8518e+00    2.4     2030
  510.9  2795.2   2.80    44.7    4.85    143081    0.7   3.8043e+01    0.7     4242
  520.0  2845.0   1.30     4.5    4.85       421   38.1   1.1183e-01   38.1     2200
  583.0  3189.9   1.57     4.5    0.90       410   31.1   1.0894e-01   31.1     1387
  609.2  3333.3   1.59     6.8    1.03      1022   13.4   2.7167e-01   13.4     1364
  744.1  4071.8   1.72    46.4    1.35     18650    1.6   4.9589e+00    1.6     1171
  803.7  4398.0   1.77     6.4    1.01       626   14.9   1.6650e-01   14.9      741
  810.8  4436.8   1.78     3.6    1.01       406   22.0   1.0793e-01   22.0      741
  834.9  4568.7   1.80     5.9    1.22       563   19.0   1.4974e-01   19.0      675
  846.8  4633.7   1.95    34.2    0.97     12425    1.8   3.3035e+00    1.8      779
  911.1  4985.7   1.87     5.2    1.04       286   29.9   7.5919e-02   29.9      520
  931.3  5096.1   1.89    47.1    1.03     20523    1.4   5.4568e+00    1.4      713
  935.5  5119.3   1.89    41.9    1.03     15905    1.6   4.2290e+00    1.6      753
  969.3  5304.0   1.92     3.5    0.94       177   46.8   4.7104e-02   46.8      514
 1037.8  5679.4   1.97    11.7    0.87      1479    7.5   3.9336e-01    7.5      519
 1120.4  6131.6   2.06     3.6    0.85       244   36.0   6.4923e-02   36.0      543
 1175.4  6432.3   2.11     5.1    1.13       250   38.0   6.6480e-02   38.0      626
 1238.3  6776.6   2.18    25.5    1.23      5755    2.8   1.5301e+00    2.8      427
 1246.4  6821.1   2.19     6.7    1.23       621   13.6   1.6521e-01   13.6      447
 1311.8  7179.0   2.31     3.8    1.00       139   43.3   3.7023e-02   43.3      217
 1316.5  7204.7   2.31    11.5    1.00      1326    6.4   3.5268e-01    6.4      227
 1333.5  7298.0   2.25     8.5    0.80       601   11.2   1.5983e-01   11.2      179
 1360.3  7444.5   2.28     6.5    1.28       356   14.0   9.4741e-02   14.0      146
 1369.7  7496.0   2.29     7.6    1.28       568    9.9   1.5115e-01    9.9      140
 1377.5  7538.8   2.29     3.5    1.28       289   17.9   7.6877e-02   17.9      140
 1408.5  7708.3   2.37    16.8    1.11      2960    3.7   7.8712e-01    3.7      147
 1434.0  7848.0   2.36    31.6    1.38     11221    2.0   2.9834e+00    2.0      236
 1460.7  7994.1   2.47    14.4    1.20      2442    4.2   6.4936e-01    4.2       94
 1576.3  8627.0   2.48     3.6    0.97        76   44.0   2.0200e-02   44.0       61
 1764.6  9657.4   2.65     4.4    1.04       268   17.0   7.1186e-02   17.0       73
 1771.2  9693.8   2.65     9.9    1.04       933    7.1   2.4813e-01    7.1       76
 1963.5 10746.0   2.83     3.9    0.92        51   54.0   1.3468e-02   54.0       32
 2015.3 11030.0   2.88     4.3    0.84       150   23.5   3.9942e-02   23.5       40
 2034.6 11135.7   2.89     6.3    0.90       409   10.9   1.0885e-01   10.9       33
 2087.0 11422.3   2.94     3.4    0.84        91   34.6   2.4116e-02   34.6       45
 2204.1 12063.1   3.05     3.7    0.72        86   36.1   2.2743e-02   36.1       37
 2598.0 14219.5   3.41     8.7    1.21       614    8.3   1.6331e-01    8.3       26
 2613.9 14306.5   3.42     6.2    1.21       290   13.3   7.7113e-02   13.3       26
 2741.6 15005.6   3.54     3.9    0.68        49   52.1   1.2993e-02   52.1       18
