#ZVView-data-copy:  15-Jan-2025 10:20:47
#=======================================
#
#name:   26-FE-0(D,X)25-MN-52-G,M+,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  60
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          4.55         0.37      0.00021         8e-5  # 2009,B.Kiraly+           ## D4185008  #dY:38.1%  
          5.16         0.37      0.00026         7e-5  # 2009,B.Kiraly+           ## D4185008  #dY:26.9%  
          5.73         0.36      0.00022         6e-5  # 2009,B.Kiraly+           ## D4185008  #dY:27.3%  
          6.26         0.35      0.00037         7e-5  # 2009,B.Kiraly+           ## D4185008  #dY:18.9%  
          6.77         0.34      0.00052         7e-5  # 2009,B.Kiraly+           ## D4185008  #dY:13.5%  
           6.9          0.6       0.0006       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:16.7%  
          7.25         0.34      0.00066         9e-5  # 2009,B.Kiraly+           ## D4185008  #dY:13.6%  
          7.71         0.33      0.00085      0.00011  # 2009,B.Kiraly+           ## D4185008  #dY:12.9%  
           8.1          0.6       0.0008       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:12.5%  
          8.15         0.32      0.00103      0.00012  # 2009,B.Kiraly+           ## D4185008  #dY:11.7%  
          8.57         0.32        0.001      0.00013  # 2009,B.Kiraly+           ## D4185008  #dY:13.0%  
          8.98         0.31      0.00118      0.00014  # 2009,B.Kiraly+           ## D4185008  #dY:11.9%  
           9.1          0.6        0.001       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:10.0%  
          9.38         0.31      0.00123      0.00015  # 2009,B.Kiraly+           ## D4185008  #dY:12.2%  
          9.77          0.3      0.00134      0.00016  # 2009,B.Kiraly+           ## D4185008  #dY:11.9%  
            10          0.6       0.0013       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:7.7%   
          10.9          0.5       0.0015       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:6.7%   
          10.9          0.7       0.0015       0.0002  # 2000,A.Hermanne+         ## D4082003  #dY:13.3%  
          11.5          1.1       0.0014       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:7.1%   
          11.7          0.5       0.0015       0.0002  # 2000,A.Hermanne+         ## D4082003  #dY:13.3%  
          11.7          0.7       0.0016       0.0002  # 2000,A.Hermanne+         ## D4082003  #dY:12.5%  
          12.5          0.5       0.0016       0.0002  # 2000,A.Hermanne+         ## D4082003  #dY:12.5%  
          12.5          0.7       0.0016       0.0002  # 2000,A.Hermanne+         ## D4082003  #dY:12.5%  
          13.3          0.4       0.0015       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:6.7%   
          13.3          0.6       0.0015       0.0002  # 2000,A.Hermanne+         ## D4082003  #dY:13.3%  
            14          0.4       0.0014       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:7.1%   
            14          0.6       0.0013       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:7.7%   
          14.7          0.3       0.0013       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:7.7%   
          14.7          0.6       0.0012       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:8.3%   
          15.4          0.6       0.0011       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:9.1%   
          15.4          0.3       0.0011       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:9.1%   
          16.1          0.3        0.001       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:10.0%  
          16.1          0.6        0.001       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:10.0%  
          16.7          0.5       0.0009       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:11.1%  
          17.3          0.5       0.0008       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:12.5%  
          17.9          0.4       0.0008       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:12.5%  
          18.4          0.7       0.0006       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:16.7%  
          18.5          0.4       0.0007       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:14.3%  
          19.1          0.4       0.0007       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:14.3%  
          19.7          0.3       0.0006       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:16.7%  
          20.2          0.3       0.0006       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:16.7%  
          20.8          0.3       0.0005       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:20.0%  
          21.3          0.3       0.0005         9e-5  # 2000,A.Hermanne+         ## D4082003  #dY:18.0%  
          21.4          1.5       0.0004         8e-5  # 2000,A.Hermanne+         ## D4082003  #dY:20.0%  
          23.7          0.4       0.0007       0.0001  # 2000,A.Hermanne+         ## D4082003  #dY:14.3%  
            25          1.3       0.0016       0.0002  # 2000,A.Hermanne+         ## D4082003  #dY:12.5%  
          28.2          0.3         0.01        0.001  # 2000,A.Hermanne+         ## D4082003  #dY:10.0%  
            29          1.1        0.013        0.001  # 2000,A.Hermanne+         ## D4082003  #dY:7.7%   
            29          0.2        0.013        0.001  # 2000,A.Hermanne+         ## D4082003  #dY:7.7%   
          31.1          0.9        0.023        0.002  # 2000,A.Hermanne+         ## D4082003  #dY:8.7%   
          33.2          0.8         0.03        0.003  # 2000,A.Hermanne+         ## D4082003  #dY:10.0%  
          35.2          0.7        0.036        0.004  # 2000,A.Hermanne+         ## D4082003  #dY:11.1%  
            37          0.6        0.038        0.004  # 2000,A.Hermanne+         ## D4082003  #dY:10.5%  
          38.4          0.6        0.041        0.004  # 2000,A.Hermanne+         ## D4082003  #dY:9.8%   
          40.6          0.5        0.041        0.004  # 2000,A.Hermanne+         ## D4082003  #dY:9.8%   
          42.3          0.5        0.036        0.004  # 2000,A.Hermanne+         ## D4082003  #dY:11.1%  
          43.9          0.4        0.035        0.004  # 2000,A.Hermanne+         ## D4082003  #dY:11.4%  
          45.5          0.3        0.032        0.003  # 2000,A.Hermanne+         ## D4082003  #dY:9.4%   
          47.1          0.2        0.032        0.003  # 2000,A.Hermanne+         ## D4082003  #dY:9.4%   
          48.6          0.2        0.029        0.003  # 2000,A.Hermanne+         ## D4082003  #dY:10.3%  
         28.54            0      0.00718      0.00102  # 2007,K.Ochiai+           ## E2121019  #dY:14.2%  
         30.59            0      0.02206      0.00322  # 2007,K.Ochiai+           ## E2121019  #dY:14.6%  
         33.38            0      0.04444       0.0067  # 2007,K.Ochiai+           ## E2121019  #dY:15.1%  
         35.01            0      0.05033      0.00759  # 2007,K.Ochiai+           ## E2121019  #dY:15.1%  
         36.58            0      0.05784      0.00871  # 2007,K.Ochiai+           ## E2121019  #dY:15.1%  
          38.1            0      0.05549      0.00836  # 2007,K.Ochiai+           ## E2121019  #dY:15.1%  
         39.57            0      0.05982        0.009  # 2007,K.Ochiai+           ## E2121019  #dY:15.0%  
          42.6            0       0.0572        0.008  # 2007,K.Ochiai+           ## E2121019  #dY:14.0%  
         43.67            0       0.0512      0.00696  # 2007,K.Ochiai+           ## E2121019  #dY:13.6%  
         47.27            0      0.05049      0.00687  # 2007,K.Ochiai+           ## E2121019  #dY:13.6%  
          3.63         1.06       1.6e-5         2e-6  # 2013,M.U.Khandaker+      ## E2439006  #dY:12.5%  
          5.77         0.85     0.000219         6e-6  # 2013,M.U.Khandaker+      ## E2439006  #dY:2.7%   
          7.46         0.75     0.000576         8e-6  # 2013,M.U.Khandaker+      ## E2439006  #dY:1.4%   
          8.92          0.7      0.00105         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:5.7%   
         10.23         0.65      0.00137         5e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:3.6%   
         11.43         0.62      0.00156         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:3.8%   
         12.55          0.6      0.00157         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:3.8%   
         14.45         0.57       0.0013         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:4.6%   
         15.41         0.55       0.0012         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:5.0%   
         17.08         0.53      0.00082         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:7.3%   
         17.91         0.52      0.00074         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:8.1%   
         19.39         0.51      0.00061         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:9.8%   
         20.17         0.49      0.00039         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:15.4%  
         21.55         0.49      0.00034         6e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:17.6%  
         22.28         0.49      0.00036         5e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:13.9%  
         23.78         0.47      0.00055         5e-5  # 2013,M.U.Khandaker+      ## E2439006  #dY:9.1%   
          3.58        0.395         1e-5         1e-6  # 1995,Zhao Wenrong+       ## S0044006  #dY:10.0%  
         3.669        0.437         9e-5         1e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:11.1%  
         4.793        0.279       0.0001         1e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:10.0%  
         5.863        0.319      0.00051         3e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.9%   
         7.594        0.281       0.0009         5e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.6%   
         8.157        0.233      0.00102         6e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.9%   
         9.081        0.239      0.00124         7e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.6%   
        10.399        0.218      0.00151         8e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.3%   
        11.602        0.199      0.00173       0.0001  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.8%   
        12.196        0.127      0.00179       0.0001  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.6%   
        13.102        0.097      0.00178       0.0001  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.6%   
        13.854        0.146      0.00159         8e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.0%   
        14.653        0.138      0.00148         7e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:4.7%   
        15.549        0.141      0.00126         6e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:4.8%   
        16.413        0.132       0.0011         7e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:6.4%   
        17.593        0.134      0.00094         5e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.3%   
        18.632        0.126      0.00071         4e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:5.6%   
        19.891        0.109      0.00061         3e-5  # 1995,Zhao Wenrong+       ## S0044006  #dY:4.9%   
//
#-------------------------------------------------------------------------------
