#ZVView-data-copy:   4-Dec-2024 17:28:31
#=======================================
#
#name:   77-IR-0(D,X)77-IR-190-G+M1,M+,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  30
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           1.7          1.5         9e-5         2e-5  # 2006,F.Tarkanyi+         ## D4174005  #dY:22.2%  
           5.8          1.1         9e-5         8e-5  # 2006,F.Tarkanyi+         ## D4174005  #dY:88.9%  
           6.8          1.8       0.0019       0.0002  # 2006,F.Tarkanyi+         ## D4174005  #dY:10.5%  
           9.6          0.8       0.0016       0.0002  # 2006,F.Tarkanyi+         ## D4174005  #dY:12.5%  
          12.6          0.7       0.0075        0.001  # 2006,F.Tarkanyi+         ## D4174005  #dY:13.3%  
          13.1          1.6       0.0085        0.001  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.8%  
          14.1          1.1      0.00962      0.00088  # 2018,H.Obata+            ## E2664009  #dY:9.1%   
          15.2          0.5       0.0116       0.0014  # 2006,F.Tarkanyi+         ## D4174005  #dY:12.1%  
          16.3          1.1       0.0142       0.0012  # 2018,H.Obata+            ## E2664009  #dY:8.5%   
          16.5          1.4       0.0131       0.0015  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.5%  
          17.5          0.5       0.0132       0.0019  # 2006,F.Tarkanyi+         ## D4174005  #dY:14.4%  
          18.3            1       0.0141       0.0012  # 2018,H.Obata+            ## E2664009  #dY:8.5%   
          19.7          0.3       0.0156       0.0019  # 2006,F.Tarkanyi+         ## D4174005  #dY:12.2%  
            21            1       0.0197       0.0016  # 2018,H.Obata+            ## E2664009  #dY:8.1%   
          21.1          1.2       0.0174        0.002  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.5%  
          23.8            1       0.0274       0.0022  # 2018,H.Obata+            ## E2664009  #dY:8.0%   
          25.1            1       0.0347       0.0041  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.8%  
            27            1       0.0502        0.004  # 2018,H.Obata+            ## E2664009  #dY:8.0%   
          28.7          0.8       0.0593       0.0069  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.6%  
          29.9            1       0.0714       0.0058  # 2018,H.Obata+            ## E2664009  #dY:8.1%   
          31.5            1       0.0882       0.0071  # 2018,H.Obata+            ## E2664009  #dY:8.0%   
            32          0.6       0.0782       0.0091  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.6%  
          32.8            1        0.084       0.0067  # 2018,H.Obata+            ## E2664009  #dY:8.0%   
          34.6            1        0.106        0.008  # 2018,H.Obata+            ## E2664009  #dY:7.5%   
          35.1          0.4        0.094        0.011  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.7%  
          37.7            1        0.112        0.009  # 2018,H.Obata+            ## E2664009  #dY:8.0%   
            38          0.3        0.098        0.011  # 2006,F.Tarkanyi+         ## D4174005  #dY:11.2%  
          40.3            1        0.116        0.009  # 2018,H.Obata+            ## E2664009  #dY:7.8%   
          45.8            1         0.12         0.01  # 2018,H.Obata+            ## E2664009  #dY:8.3%   
          50.6            1        0.139        0.011  # 2018,H.Obata+            ## E2664009  #dY:7.9%   
         17.09         1.57      0.01377      0.00165  # 2019,F.Tarkanyi+         ## D4401011  #dY:12.0%  
         19.63         1.42      0.01092       0.0013  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         21.92         1.29      0.01669      0.00199  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         24.04         1.18      0.02764       0.0033  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         26.02         1.07      0.03903      0.00468  # 2019,F.Tarkanyi+         ## D4401011  #dY:12.0%  
         27.88         0.97      0.05399      0.00644  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         29.65         0.88      0.07165      0.00854  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         31.34          0.8      0.08484      0.01011  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         32.96         0.73      0.09239      0.01102  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         34.52         0.66      0.10621      0.01269  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         36.03          0.6      0.10984      0.01311  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         37.49         0.55      0.11672      0.01393  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
          38.9          0.5      0.11417      0.01362  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         40.28         0.45      0.11025      0.01314  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         41.62         0.41      0.11972      0.01428  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         42.93         0.38      0.12542      0.01502  # 2019,F.Tarkanyi+         ## D4401011  #dY:12.0%  
         44.45         0.34      0.10414      0.01242  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         46.18         0.31      0.12232      0.01459  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
         47.86         0.28      0.11277      0.01345  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
          49.5          0.2      0.11164      0.01331  # 2019,F.Tarkanyi+         ## D4401011  #dY:11.9%  
//
#-------------------------------------------------------------------------------
