#ZVView-data-copy:  15-Jan-2025 13:09:16
#=======================================
#
#name:   28-NI-0(D,X)27-CO-58,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  144
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
           1.5          1.5      0.00133         9e-5  # 2016,M.Avrigeanu+        ## D0818008  #dY:6.8%   
          1.79         1.11      0.00125         9e-5  # 2016,A.R.Usman+          ## E2492005  #dY:7.2%   
             3            1        0.002       0.0002  # 2013,A.Hermanne+         ## D4282005  #dY:10.0%  
           3.2          1.8       0.0051      0.00058  # 2013,N.Amjed+            ## D4288010  #dY:11.4%  
          4.43         0.97      0.00268      0.00018  # 2016,A.R.Usman+          ## E2492005  #dY:6.7%   
           5.3          2.5        0.012        0.002  # 2013,A.Hermanne+         ## D4282029  #dY:16.7%  
          5.35         0.83      0.00614      0.00036  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.9%   
           6.3          0.9        0.013       0.0014  # 2013,A.Hermanne+         ## D4282005  #dY:10.8%  
           6.3         1.65       0.0166      0.00186  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
          7.17         0.86       0.0127       0.0009  # 2016,A.R.Usman+          ## E2492005  #dY:7.1%   
          7.84         0.63         0.03       0.0017  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.7%   
           8.3          0.7       0.0278            0  # 1991,P.Jung              ## D4058045             
           8.5         1.54       0.0511      0.00577  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
           8.8          0.8        0.058        0.006  # 2013,A.Hermanne+         ## D4282005  #dY:10.3%  
          9.15         0.74       0.0603       0.0041  # 2016,A.R.Usman+          ## E2492005  #dY:6.8%   
          9.81         0.51       0.0942       0.0054  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.7%   
          9.82         0.54       0.0672       0.0046  # 2016,A.R.Usman+          ## E2492005  #dY:6.8%   
         10.15         0.51       0.1124       0.0065  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          10.2         1.46        0.098        0.011  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
         10.27         0.48       0.1273       0.0075  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.9%   
          10.8         1.43       0.1102       0.0124  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
          10.9          0.7        0.131        0.014  # 2013,A.Hermanne+         ## D4282005  #dY:10.7%  
         11.35         0.66        0.137        0.009  # 2016,A.R.Usman+          ## E2492005  #dY:6.6%   
          11.5          1.4       0.1313       0.0148  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
         11.52         0.49       0.1646       0.0095  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
         11.73         0.47       0.1814       0.0106  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          11.9         0.49       0.1691       0.0098  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          11.9          1.8        0.141        0.016  # 2013,A.Hermanne+         ## D4282029  #dY:11.3%  
          12.1         1.37       0.1638       0.0184  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
          12.7          0.5        0.181         0.02  # 2013,A.Hermanne+         ## D4282005  #dY:11.0%  
         12.77         0.65        0.154         0.01  # 2016,A.R.Usman+          ## E2492005  #dY:6.5%   
         13.11         0.45       0.2051       0.0118  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          13.5          0.5        0.157            0  # 1991,P.Jung              ## D4058045             
         14.15          0.6        0.202        0.014  # 2016,A.R.Usman+          ## E2492005  #dY:6.9%   
          14.3          0.5        0.212        0.023  # 2013,A.Hermanne+         ## D4282005  #dY:10.8%  
         14.51         0.36       0.2379       0.0137  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
         14.67         0.39       0.2467       0.0146  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.9%   
         14.67         0.61        0.183        0.012  # 2016,A.R.Usman+          ## E2492005  #dY:6.6%   
          14.8         1.24       0.1835       0.0206  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
         15.48         0.57        0.215        0.016  # 2016,A.R.Usman+          ## E2492005  #dY:7.4%   
          15.8          0.4         0.23        0.025  # 2013,A.Hermanne+         ## D4282005  #dY:10.9%  
         15.83         0.36       0.2558       0.0151  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.9%   
         15.85         0.39       0.2468       0.0143  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          16.5          1.5        0.218        0.024  # 2013,A.Hermanne+         ## D4282029  #dY:11.0%  
         17.14         0.35       0.2615       0.0151  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          17.2         1.12        0.209       0.0235  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
          17.3          0.4        0.243        0.027  # 2013,A.Hermanne+         ## D4282005  #dY:11.1%  
         17.45         0.54        0.229        0.016  # 2016,A.R.Usman+          ## E2492005  #dY:7.0%   
          17.7            1        0.226        0.025  # 2013,A.Hermanne+         ## D4282050  #dY:11.1%  
          17.9          1.2        0.219        0.024  # 2013,A.Hermanne+         ## D4282017  #dY:11.0%  
          18.1         0.54        0.217        0.015  # 2016,A.R.Usman+          ## E2492005  #dY:6.9%   
         18.24         0.33        0.272       0.0163  # 2016,M.Avrigeanu+        ## D0818008  #dY:6.0%   
         18.39         0.37       0.2641       0.0152  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          18.6          0.3        0.252        0.028  # 2013,A.Hermanne+         ## D4282005  #dY:11.1%  
          18.7          1.4        0.241        0.026  # 2013,A.Hermanne+         ## D4282040  #dY:10.8%  
         19.25         0.34        0.276       0.0162  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.9%   
         19.31         0.33        0.226        0.015  # 2016,A.R.Usman+          ## E2492005  #dY:6.6%   
          19.4         1.01       0.2335       0.0262  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
         19.59         0.34       0.2653       0.0153  # 2016,M.Avrigeanu+        ## D0818008  #dY:5.8%   
          19.9          0.3         0.25        0.027  # 2013,A.Hermanne+         ## D4282005  #dY:10.8%  
          20.3          1.2        0.224        0.025  # 2013,A.Hermanne+         ## D4282029  #dY:11.2%  
          20.4          1.1        0.232        0.025  # 2013,A.Hermanne+         ## D4282017  #dY:10.8%  
          20.5          1.3        0.222        0.024  # 2013,A.Hermanne+         ## D4282050  #dY:10.8%  
         20.67         0.51        0.223        0.015  # 2016,A.R.Usman+          ## E2492005  #dY:6.7%   
          21.4          1.2        0.236        0.026  # 2013,A.Hermanne+         ## D4282040  #dY:11.0%  
          21.4         0.92       0.1998       0.0225  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
         21.75         0.51        0.212        0.014  # 2016,A.R.Usman+          ## E2492005  #dY:6.6%   
         21.94         0.51        0.195        0.013  # 2016,A.R.Usman+          ## E2492005  #dY:6.7%   
          22.7            1        0.213        0.023  # 2013,A.Hermanne+         ## D4282017  #dY:10.8%  
            23          1.2        0.186         0.02  # 2013,A.Hermanne+         ## D4282050  #dY:10.8%  
         23.04         0.48        0.192        0.013  # 2016,A.R.Usman+          ## E2492005  #dY:6.8%   
          23.3         0.82       0.1794       0.0202  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
          23.5            1        0.202        0.022  # 2013,A.Hermanne+         ## D4282029  #dY:10.9%  
         23.71         0.49        0.183        0.012  # 2016,A.R.Usman+          ## E2492005  #dY:6.6%   
          23.8            1        0.207        0.023  # 2013,A.Hermanne+         ## D4282040  #dY:11.1%  
          24.9          0.9        0.191        0.021  # 2013,A.Hermanne+         ## D4282017  #dY:11.0%  
          24.9         0.75       0.1837       0.0206  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
          25.2         0.73       0.1592       0.0179  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
          25.4            1        0.172        0.019  # 2013,A.Hermanne+         ## D4282050  #dY:11.0%  
          25.6         0.71       0.1578       0.0177  # 2013,N.Amjed+            ## D4288010  #dY:11.2%  
          26.1          0.9         0.18         0.02  # 2013,A.Hermanne+         ## D4282040  #dY:11.1%  
          26.5          0.9        0.163        0.018  # 2013,A.Hermanne+         ## D4282029  #dY:11.0%  
          26.9          0.9        0.164        0.018  # 2013,A.Hermanne+         ## D4282017  #dY:11.0%  
          27.1         0.64       0.1313       0.0148  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
          27.6          0.9        0.162        0.018  # 2013,A.Hermanne+         ## D4282050  #dY:11.1%  
          28.3          0.8        0.156        0.017  # 2013,A.Hermanne+         ## D4282040  #dY:10.9%  
          28.7         0.56       0.1373       0.0155  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
          28.8          0.8        0.131        0.014  # 2013,A.Hermanne+         ## D4282017  #dY:10.7%  
          29.2          0.8        0.126        0.014  # 2013,A.Hermanne+         ## D4282029  #dY:11.1%  
          29.6          0.8        0.136        0.015  # 2013,A.Hermanne+         ## D4282050  #dY:11.0%  
          30.2         0.49        0.118       0.0133  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
          30.3          0.7        0.132        0.015  # 2013,A.Hermanne+         ## D4282040  #dY:11.4%  
          30.6          0.8         0.13        0.014  # 2013,A.Hermanne+         ## D4282017  #dY:10.8%  
          31.6          0.7        0.111        0.012  # 2013,A.Hermanne+         ## D4282050  #dY:10.8%  
          31.7          0.7        0.102        0.011  # 2013,A.Hermanne+         ## D4282029  #dY:10.8%  
          31.7         0.42       0.1056       0.0119  # 2013,N.Amjed+            ## D4288010  #dY:11.3%  
