# d + 191Ir: Production of 192Ir - Ground state
# Q-value    = 3.97356E+00 mass= 191.962600
# E-threshold= 0.00000E+00
# # energies =    45
#     E          xs      Branching
 1.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+00 1.02849E-18 0.00000E+00
 3.00000E+00 1.56962E-06 6.44095E-01
 4.00000E+00 7.11871E-04 6.32941E-01
 5.00000E+00 2.75672E-02 6.20731E-01
 6.00000E+00 3.87253E-01 6.08742E-01
 7.00000E+00 2.90060E+00 5.97024E-01
 8.00000E+00 1.30116E+01 5.83875E-01
 9.00000E+00 3.65274E+01 5.65079E-01
 1.00000E+01 6.81494E+01 5.39628E-01
 1.10000E+01 6.79914E+01 5.09758E-01
 1.20000E+01 6.24499E+01 4.80888E-01
 1.30000E+01 5.50330E+01 4.49782E-01
 1.40000E+01 4.76509E+01 4.21791E-01
 1.50000E+01 4.21644E+01 3.99998E-01
 1.60000E+01 3.52269E+01 3.76012E-01
 1.70000E+01 3.09719E+01 3.61371E-01
 1.80000E+01 2.56458E+01 3.42430E-01
 1.90000E+01 2.24517E+01 3.31434E-01
 2.00000E+01 1.91023E+01 3.19694E-01
 2.20000E+01 1.46311E+01 3.06388E-01
 2.40000E+01 1.11192E+01 2.99623E-01
 2.60000E+01 8.81650E+00 2.96777E-01
 2.80000E+01 7.23226E+00 2.96755E-01
 3.00000E+01 5.92010E+00 3.05205E-01
 3.50000E+01 4.06401E+00 3.28565E-01
 4.00000E+01 2.99071E+00 3.63465E-01
 4.50000E+01 2.45182E+00 4.05060E-01
 5.00000E+01 2.04526E+00 4.27397E-01
 5.50000E+01 1.72717E+00 4.53289E-01
 6.00000E+01 1.50821E+00 4.70456E-01
 6.50000E+01 1.32934E+00 4.80955E-01
 7.00000E+01 1.20207E+00 4.92356E-01
 7.50000E+01 1.06679E+00 4.95589E-01
 8.00000E+01 9.92943E-01 4.99984E-01
 9.00000E+01 8.23062E-01 5.05087E-01
 1.00000E+02 7.13814E-01 5.08602E-01
 1.10000E+02 6.12650E-01 5.07717E-01
 1.20000E+02 5.43572E-01 5.10446E-01
 1.30000E+02 4.75224E-01 5.09291E-01
 1.40000E+02 4.31484E-01 5.10567E-01
 1.50000E+02 3.88721E-01 5.12366E-01
 1.60000E+02 3.51006E-01 5.11515E-01
 1.80000E+02 2.60438E-01 5.06356E-01
 2.00000E+02 1.47172E-01 4.74166E-01
