# d + 193Ir: Production of 192Ir - Ground state
# Q-value    =-1.51475E+00 mass= 191.962600
# E-threshold= 1.53055E+00
# # energies =    45
#     E          xs      Branching
 1.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00 0.00000E+00
 3.00000E+00 0.00000E+00 0.00000E+00
 4.00000E+00 0.00000E+00 0.00000E+00
 5.00000E+00 0.00000E+00 0.00000E+00
 6.00000E+00 1.56412E-11 6.64251E-01
 7.00000E+00 4.25179E-08 6.73983E-01
 8.00000E+00 1.12400E-05 6.75652E-01
 9.00000E+00 7.00827E-04 6.78243E-01
 1.00000E+01 1.50016E-02 6.81643E-01
 1.10000E+01 9.79138E-02 6.86369E-01
 1.20000E+01 3.59124E-01 6.92547E-01
 1.30000E+01 8.75851E-01 6.98047E-01
 1.40000E+01 1.65005E+00 7.01132E-01
 1.50000E+01 2.80255E+00 7.02130E-01
 1.60000E+01 4.76276E+00 7.00473E-01
 1.70000E+01 8.13166E+00 6.95425E-01
 1.80000E+01 1.20874E+01 6.88338E-01
 1.90000E+01 1.77253E+01 6.79616E-01
 2.00000E+01 2.41543E+01 6.66360E-01
 2.20000E+01 4.30067E+01 6.42340E-01
 2.40000E+01 6.95786E+01 6.20478E-01
 2.60000E+01 1.02749E+02 6.00859E-01
 2.80000E+01 1.38148E+02 5.83707E-01
 3.00000E+01 1.72702E+02 5.64777E-01
 3.50000E+01 2.36927E+02 5.25793E-01
 4.00000E+01 2.53569E+02 4.90340E-01
 4.50000E+01 2.30029E+02 4.60319E-01
 5.00000E+01 1.89059E+02 4.38242E-01
 5.50000E+01 1.49318E+02 4.32484E-01
 6.00000E+01 1.11818E+02 4.27770E-01
 6.50000E+01 8.78316E+01 4.38449E-01
 7.00000E+01 6.99323E+01 4.59779E-01
 7.50000E+01 5.97187E+01 4.92308E-01
 8.00000E+01 5.13219E+01 5.24242E-01
 9.00000E+01 4.44466E+01 5.91184E-01
 1.00000E+02 4.19964E+01 6.39661E-01
 1.10000E+02 4.04885E+01 6.71595E-01
 1.20000E+02 4.10449E+01 6.92365E-01
 1.30000E+02 4.08439E+01 7.06784E-01
 1.40000E+02 4.12948E+01 7.16150E-01
 1.50000E+02 4.19757E+01 7.23857E-01
 1.60000E+02 4.21383E+01 7.31922E-01
 1.80000E+02 3.98392E+01 7.39818E-01
 2.00000E+02 3.64203E+01 7.48793E-01
