# d + 193Ir: Production of 190Re - Ground state
# Q-value    = 4.51851E+00 mass= 189.961744
# E-threshold= 0.00000E+00
# # energies =    45
#     E          xs      Branching
 1.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00 0.00000E+00
 3.00000E+00 0.00000E+00 0.00000E+00
 4.00000E+00 1.37373E-28 0.00000E+00
 5.00000E+00 6.78130E-23 0.00000E+00
 6.00000E+00 1.51482E-19 0.00000E+00
 7.00000E+00 1.87511E-17 0.00000E+00
 8.00000E+00 5.51738E-16 0.00000E+00
 9.00000E+00 1.39767E-14 0.00000E+00
 1.00000E+01 4.71926E-12 6.29901E-01
 1.10000E+01 3.48830E-11 6.23288E-01
 1.20000E+01 1.84109E-10 6.16847E-01
 1.30000E+01 7.63244E-10 6.12993E-01
 1.40000E+01 2.63340E-09 6.10692E-01
 1.50000E+01 7.67594E-09 6.09031E-01
 1.60000E+01 1.98393E-08 6.08120E-01
 1.70000E+01 4.62521E-08 6.07492E-01
 1.80000E+01 1.01607E-07 6.07816E-01
 1.90000E+01 2.10040E-07 6.07621E-01
 2.00000E+01 4.05590E-07 6.07698E-01
 2.20000E+01 1.37225E-06 6.11787E-01
 2.40000E+01 3.99493E-06 6.19923E-01
 2.60000E+01 1.03319E-05 6.36706E-01
 2.80000E+01 2.33352E-05 6.56053E-01
 3.00000E+01 4.54205E-05 6.77861E-01
 3.50000E+01 1.48868E-04 7.21288E-01
 4.00000E+01 2.99982E-04 7.53458E-01
 4.50000E+01 4.48148E-04 7.86024E-01
 5.00000E+01 4.98205E-04 8.04999E-01
 5.50000E+01 6.06994E-04 7.67438E-01
 6.00000E+01 1.62427E-03 6.12717E-01
 6.50000E+01 5.61340E-03 5.65308E-01
 7.00000E+01 1.49623E-02 5.59314E-01
 7.50000E+01 3.07791E-02 5.55095E-01
 8.00000E+01 5.17412E-02 5.55737E-01
 9.00000E+01 1.04505E-01 5.56746E-01
 1.00000E+02 1.67552E-01 5.52103E-01
 1.10000E+02 2.26955E-01 5.52557E-01
 1.20000E+02 2.90054E-01 5.54613E-01
 1.30000E+02 3.45502E-01 5.50777E-01
 1.40000E+02 3.99943E-01 5.51900E-01
 1.50000E+02 4.52031E-01 5.55647E-01
 1.60000E+02 5.08792E-01 5.50710E-01
 1.80000E+02 5.37360E-01 5.54222E-01
 2.00000E+02 5.63484E-01 5.52459E-01
