# d + 191Ir: Production of 191Pt - Total
# Q-value    =-4.01631E+00 mass= 190.961672
# E-threshold= 4.05866E+00
# # energies =    45
#     E          xs
 1.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00
 3.00000E+00 0.00000E+00
 4.00000E+00 0.00000E+00
 5.00000E+00 1.29479E-02
 6.00000E+00 4.34175E-01
 7.00000E+00 4.41655E+00
 8.00000E+00 2.34552E+01
 9.00000E+00 7.64906E+01
 1.00000E+01 1.69186E+02
 1.10000E+01 3.69252E+02
 1.20000E+01 5.62320E+02
 1.30000E+01 6.72466E+02
 1.40000E+01 6.82779E+02
 1.50000E+01 6.31667E+02
 1.60000E+01 5.74004E+02
 1.70000E+01 5.10787E+02
 1.80000E+01 4.56604E+02
 1.90000E+01 4.03819E+02
 2.00000E+01 3.59933E+02
 2.20000E+01 2.90882E+02
 2.40000E+01 2.39543E+02
 2.60000E+01 1.97150E+02
 2.80000E+01 1.60618E+02
 3.00000E+01 1.30462E+02
 3.50000E+01 7.75918E+01
 4.00000E+01 4.65677E+01
 4.50000E+01 3.05721E+01
 5.00000E+01 2.17824E+01
 5.50000E+01 1.67521E+01
 6.00000E+01 1.36677E+01
 6.50000E+01 1.17353E+01
 7.00000E+01 1.02668E+01
 7.50000E+01 9.17102E+00
 8.00000E+01 8.30139E+00
 9.00000E+01 7.01121E+00
 1.00000E+02 6.12913E+00
 1.10000E+02 5.40044E+00
 1.20000E+02 4.86364E+00
 1.30000E+02 4.41737E+00
 1.40000E+02 4.06397E+00
 1.50000E+02 3.77171E+00
 1.60000E+02 3.51383E+00
 1.80000E+02 2.83973E+00
 2.00000E+02 2.29667E+00
